,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Title-Tokens,Author-Tokens,Publisher-Tokens
16485,1561449164,Pound It (Popular Mechanics for Kids),unknown,1997,Modern Publishing,"['pound', 'popular', 'mechanic', 'kid']",['unknown'],['modern']
16486,0804112525,Jazz Funeral (Skip Langdon Novels (Paperback)),julie smith,1994,Ivy Books,"['jazz', 'funeral', 'skip', 'langdon', 'novel']","['julie', 'smith']",['ivy']
16487,0449200183,Braided Lives,marge piercy,1983,Ballantine Books,"['braided', 'life']","['marge', 'piercy']",['ballantine']
16488,0449208400,Mrs. Pollifax on the China Station,dorothy gilman,1990,Fawcett Books,"['mr', 'pollifax', 'china', 'station']","['dorothy', 'gilman']",['fawcett']
16489,0671028146,Sleep Demons : An Insomniac's Memoir,bill hayes,2001,Washington Square Press,"['sleep', 'demon', 'insomniac', 'memoir']","['bill', 'hayes']","['washington', 'square']"
16490,0312144237,So You Want to Be a Lesbian?,liz tracey,1996,St. Martin's Griffin,"['want', 'lesbian']","['liz', 'tracey']","['st', 'martin', 'griffin']"
16491,0140187383,The Pearl (Twentieth-Century Classics),john steinbeck,1994,Penguin Putnam,"['pearl', 'twentiethcentury', 'classic']","['john', 'steinbeck']","['penguin', 'putnam']"
16492,0385477864,The Trickster,muriel gray,1995,Bantam Dell Pub Group,['trickster'],"['muriel', 'gray']","['bantam', 'dell', 'pub', 'group']"
16493,0061011738,The Great Taos Bank Robbery and Other Indian Country Affairs,tony hillerman,1997,HarperTorch,"['great', 'tao', 'bank', 'robbery', 'indian', 'country', 'affair']","['tony', 'hillerman']",['harpertorch']
16494,0785282068,"\I Remember Laura\"": Laura Ingalls Wilder""",stephen w hines,1994,Thomas Nelson Inc,"['remember', 'laura', 'laura', 'ingalls', 'wilder']","['stephen', 'w', 'hines']","['thomas', 'nelson', 'inc']"
16495,0811846660,"How to Be a Villain: Evil Laughs, Secret Lairs, Master Plans, and More!!!",neil zawacki,2003,Chronicle Books,"['villain', 'evil', 'laugh', 'secret', 'lair', 'master', 'plan']","['neil', 'zawacki']",['chronicle']
16496,0399139869,Sights Unseen,kaye gibbons,1995,Putnam Pub Group,"['sight', 'unseen']","['kaye', 'gibbons']","['putnam', 'pub', 'group']"
16497,1582343764,Bitter with Baggage Seeks Same : The Life and Times of Some Chickens,sloane tanen,2003,Bloomsbury USA,"['bitter', 'baggage', 'seek', 'life', 'time', 'chicken']","['sloane', 'tanen']","['bloomsbury', 'usa']"
16498,0553573306,"Brightness Reef (The Uplift Trilogy, Book 1)",david brin,1996,Spectra Books,"['brightness', 'reef', 'uplift', 'trilogy', 'book', '1']","['david', 'brin']",['spectrum']
16499,0671578855,A Civil Campaign,lois mcmaster bujold,2000,Baen,"['civil', 'campaign']","['lois', 'mcmaster', 'bujold']",['baen']
16500,067187845X,Memory (Miles Vorkosigan Adventures (Paperback)),lois mcmaster bujold,1997,Baen,"['memory', 'mile', 'vorkosigan', 'adventure']","['lois', 'mcmaster', 'bujold']",['baen']
16501,0553260456,Fire Watch,connie willis,1998,Spectra Books,"['fire', 'watch']","['connie', 'willis']",['spectrum']
16502,0465072690,Words and Rules: The Ingredients of Language (Science Masters Series),steven pinker,1999,Basic Books,"['word', 'rule', 'ingredient', 'language', 'science', 'master', 'series']","['steven', 'pinker']",['basic']
16503,0060186976,The Soul of Sex: Cultivating Life As an Act of Love,thomas moore,1998,Harpercollins,"['soul', 'sex', 'cultivating', 'life', 'act', 'love']","['thomas', 'moore']",['harpercollins']
16504,0671492276,HOLLYWOOD WIVES,judy collins,1984,Pocket,"['hollywood', 'wife']","['judy', 'collins']",['pocket']
16505,1885211155,Gutsy Women: Travel Tips and Wisdom for the Road (Travelers' Tales),marybeth bond,1996,Pub Group West,"['gutsy', 'woman', 'travel', 'tip', 'wisdom', 'road', 'traveler', 'tale']","['marybeth', 'bond']","['pub', 'group', 'west']"
16506,0595147402,The Ornament: A Christmas Story,jill althousewood,2001,iUniverse,"['ornament', 'christmas', 'story']","['jill', 'althousewood']",['iuniverse']
16507,1932128069,After Life: Answers from the Other Side,john edward,2003,Princess Books,"['life', 'answer', 'side']","['john', 'edward']",['princess']
16508,0836221834,The Cats' House,bob walker,1996,Andrews McMeel Publishing,"['cat', 'house']","['bob', 'walker']","['andrew', 'mcmeel']"
16509,0375926682,"Eragon (Inheritance, Book 1)",christopher paolini,2003,Knopf Books for Young Readers,"['eragon', 'inheritance', 'book', '1']","['christopher', 'paolini']","['knopf', 'young', 'reader']"
16510,0140340343,The Hundred and One Dalmatians,dodie smith,1989,Puffin Books,"['hundred', 'one', 'dalmatian']","['dodie', 'smith']",['puffin']
16511,0756400813,Familiars,denise little,2002,Daw Books,['familiar'],"['denise', 'little']",['daw']
16512,0671554506,ALL MY PATIENTS ARE UNDER THE BED,dr louis j camuti,1985,Fireside,"['patient', 'bed']","['dr', 'louis', 'j', 'camuti']",['fireside']
16513,0811214044,The Glass Menagerie,tennessee williams,1999,New Directions Publishing Corporation,"['glass', 'menagerie']","['tennessee', 'williams']","['new', 'direction', 'corporation']"
16514,0312969937,Vespers,jeff rovin,1999,St. Martin's Press,['vesper'],"['jeff', 'rovin']","['st', 'martin']"
16515,3492231985,Zeit des Vergebens. Psychothriller.,gemma oconnor,2000,Piper,"['zeit', 'de', 'vergebens', 'psychothriller']","['gemma', 'oconnor']",['piper']
16516,3492256597,Fallende Schatten.,gemma oconnor,1997,Piper,"['fallende', 'schatten']","['gemma', 'oconnor']",['piper']
16517,0670891770,A Friend of the Earth,t coraghessan boyle,2000,Viking Books,"['friend', 'earth']","['t', 'coraghessan', 'boyle']",['viking']
16518,0553584111,Trust Fund Babies,jean stone,2002,Bantam Books,"['trust', 'fund', 'baby']","['jean', 'stone']",['bantam']
16519,0767907140,The Best a Man Can Get : A Novel,john ofarrell,2002,Broadway,"['best', 'man', 'get', 'novel']","['john', 'ofarrell']",['broadway']
16520,3257204817,Der Talentierte Mr. Ripley,patricia highsmith,2000,Diogenes Verlag AG,"['der', 'talentierte', 'mr', 'ripley']","['patricia', 'highsmith']","['diogenes', 'verlag', 'ag']"
16521,0312010966,Straight on Till Morning: A Biography of Beryl Markham,mary s lovell,1987,St Martins Pr,"['straight', 'till', 'morning', 'biography', 'beryl', 'markham']","['mary', 's', 'lovell']","['st', 'martin', 'pr']"
16522,0310585902,Boundaries,henry dr cloud,1992,Zondervan Publishing Company,['boundary'],"['henry', 'dr', 'cloud']","['zondervan', 'company']"
16523,0688103464,Fly Fishing Through The Midlife Crisis,howell raines,1993,William Morrow,"['fly', 'fishing', 'midlife', 'crisis']","['howell', 'raines']","['william', 'morrow']"
16524,0393313964,Girl With Curious Hair (Norton Paperback Fiction),david foster wallace,1996,W. W. Norton & Company,"['girl', 'curious', 'hair', 'norton', 'fiction']","['david', 'foster', 'wallace']","['ww', 'norton', 'company']"
16525,0812550943,Mirage,soheir khashoggi,1997,Forge Books,['mirage'],"['soheir', 'khashoggi']",['forge']
16526,0312989695,The Big Dig (Carlotta Carlyle),linda barnes,2003,St. Martin's Minotaur,"['big', 'dig', 'carlotta', 'carlyle']","['linda', 'barnes']","['st', 'martin', 'minotaur']"
16527,0312924607,Lazarus,morris west,1991,St Martins Pr (Mm),['lazarus'],"['morris', 'west']","['st', 'martin', 'pr', 'mm']"
16528,0373263023,Angel'S Cove,allan pedrazaz,1999,Worldwide Library,"['angel', 'cove']","['allan', 'pedrazaz']","['worldwide', 'library']"
16529,3548310702,Per Anhalter Durch Die Galaxis,douglas adams,1991,Ein Ullstein Buch,"['per', 'anhalter', 'durch', 'die', 'galaxis']","['douglas', 'adams']","['ein', 'ullstein', 'buch']"
16530,0451518829,Sons and Lovers,dh lawrence,1985,Signet Classics,"['son', 'lover']","['dh', 'lawrence']","['signet', 'classic']"
16531,0553565095,Free Fall,robert crais,1996,Bantam Books,"['free', 'fall']","['robert', 'crais']",['bantam']
16532,3453025237,Der Talisman. Roman.,stephen king,2000,Heyne,"['der', 'talisman', 'roman']","['stephen', 'king']",['heyne']
16533,0941711676,Alfreda's World,mary whyte,2003,Wyrick and Company,"['alfredas', 'world']","['mary', 'whyte']","['wyrick', 'company']"
16534,0571129498,The Loop,joe coomer,1992,Farrar Straus & Giroux,['loop'],"['joe', 'coomer']","['farrar', 'straus', 'giroux']"
16535,0812585623,Stitch in Snow,anne mccaffrey,1986,Tor Books,"['stitch', 'snow']","['anne', 'mccaffrey']",['tor']
16536,0345321065,The Garfield Treasury,jim davis,1982,Ballantine Books,"['garfield', 'treasury']","['jim', 'davis']",['ballantine']
16537,0740726633,What Do You Call A Sociopath In A Cubicle?  Answer:  A Coworker  (A Dilbert Treasury),scott adams,2002,Andrews McMeel Publishing,"['call', 'sociopath', 'cubicle', 'answer', 'coworker', 'dilbert', 'treasury']","['scott', 'adams']","['andrew', 'mcmeel']"
16538,1563893428,Batman: The Dark Knight Returns (Batman (DC Comics Paperback)),dc comics,1997,DC Comics,"['batman', 'dark', 'knight', 'return', 'batman', 'dc', 'comic']","['dc', 'comics']","['dc', 'comic']"
16539,0740721356,Calvin and Hobbes:  Sunday Pages 1985-1995,bill watterson,2001,Andrews McMeel Publishing,"['calvin', 'hobbes', 'sunday', 'page', '19851995']","['bill', 'watterson']","['andrew', 'mcmeel']"
16540,0060174722,Mars and Venus on a Date: A Guide for Navigating the 5 Stages of Dating to Create a Loving & Lasting Relationship,john gray,1997,HarperCollins Publishers,"['mar', 'venus', 'date', 'guide', 'navigating', '5', 'stage', 'dating', 'create', 'loving', 'lasting', 'relationship']","['john', 'gray']","['harpercollins', 'publisher']"
16541,0385336357,Second Chance,danielle steel,2004,Delacorte Press,"['second', 'chance']","['danielle', 'steel']",['delacorte']
16542,0385502605,Coldwater,mardi mcconnochie,2001,Doubleday,['coldwater'],"['mardi', 'mcconnochie']",['doubleday']
16543,0451205006,Confidence Woman,judith van gieson,2002,Signet Book,"['confidence', 'woman']","['judith', 'van', 'gieson']","['signet', 'book']"
16544,0679740392,The Evolution of Useful Things: How Everyday Artifacts-From Forks and Pins to Paper Clips and Zippers-Came to be as They are,henry petroski,1994,Vintage Books USA,"['evolution', 'useful', 'thing', 'everyday', 'artifactsfrom', 'fork', 'pin', 'paper', 'clip', 'zipperscame']","['henry', 'petroski']","['vintage', 'usa']"
16545,0752808753,Tall Poppies,louise bagshawe,1998,Orion mass market paperback,"['tall', 'poppy']","['louise', 'bagshawe']","['orion', 'mass', 'market']"
16546,0140081135,The Solace of Open Spaces,gretel ehrlich,1986,Penguin Books,"['solace', 'open', 'space']","['gretel', 'ehrlich']",['penguin']
16547,0688174574,Blindsighted,karin slaughter,2001,William Morrow & Company,['blindsighted'],"['karin', 'slaughter']","['william', 'morrow', 'company']"
16548,0385495757,"Desert Queen: The Extraordinary Life of Gertrude Bell : Adventurer, Advisor to Kings, Ally of Lawrence of Arabia",janet wallach,1999,Anchor Books/Doubleday,"['desert', 'queen', 'extraordinary', 'life', 'gertrude', 'bell', 'adventurer', 'advisor', 'king', 'ally', 'lawrence', 'arabia']","['janet', 'wallach']","['anchor', 'booksdoubleday']"
16549,0671682873,FLOWERS IN THE ATTIC (Dollanger Saga (Paperback)),vc andrews,1989,Pocket,"['flower', 'attic', 'dollanger', 'saga']","['vc', 'andrews']",['pocket']
16550,0330488813,Tokyo Station,martin cruz smith,2003,Pan Macmillan,"['tokyo', 'station']","['martin', 'cruz', 'smith']","['pan', 'macmillan']"
16551,0425183009,Submarine: A Guided Tour Inside a Nuclear Warship,tom clancy,2002,Berkley Publishing Group,"['submarine', 'guided', 'tour', 'inside', 'nuclear', 'warship']","['tom', 'clancy']","['berkley', 'group']"
16552,1853262218,Silas Marner (Wordsworth Collection),george eliot,1998,Wordsworth Editions Ltd,"['silas', 'marner', 'wordsworth', 'collection']","['george', 'eliot']","['wordsworth', 'edition', 'ltd']"
16553,3492234429,Funf-Stern-Kerle inklusive,gaby hauptman,2002,Distribooks,"['funfsternkerle', 'inklusive']","['gaby', 'hauptman']",['distribooks']
16554,0451526570,Heart of Darkness and the Secret Sharer,joseph conrad,1997,Signet Book,"['heart', 'darkness', 'secret', 'sharer']","['joseph', 'conrad']","['signet', 'book']"
16555,0373078110,"Hidden Star  (The Stars Of Mithra) (Harlequin Intimate Moments, 811)",nora roberts,1997,Silhouette,"['hidden', 'star', 'star', 'mithra', 'harlequin', 'intimate', 'moment', '811']","['nora', 'roberts']",['silhouette']
16556,0399134700,Straight,dick francis,1989,Putnam Pub Group,['straight'],"['dick', 'francis']","['putnam', 'pub', 'group']"
16557,3453115937,Enigma.,robert harris,1996,Heyne,['enigma'],"['robert', 'harris']",['heyne']
16558,0743446054,The Spy Who Loves Me,julie kenner,2004,Pocket,"['spy', 'love']","['julie', 'kenner']",['pocket']
16559,0804119546,The Remorseful Day,colin dexter,2001,Fawcett Books,"['remorseful', 'day']","['colin', 'dexter']",['fawcett']
16560,0440205093,In Broad Daylight,harry n maclean,1990,Dell Publishing Company,"['broad', 'daylight']","['harry', 'n', 'maclean']","['dell', 'company']"
16561,006447352X,Fire and Hemlock,diana wynne jones,2002,HarperTrophy,"['fire', 'hemlock']","['diana', 'wynne', 'jones']",['harpertrophy']
16562,0345417062,"Wit'ch Fire (The Banned and the Banished, Book 1)",james clemens,1999,Del Rey Books,"['witch', 'fire', 'banned', 'banished', 'book', '1']","['james', 'clemens']","['del', 'rey']"
16563,0330487248,What If?: Military Historians Imagine What Might Have Been,robert cowley,2001,Pan Macmillan,"['military', 'historian', 'imagine', 'might']","['robert', 'cowley']","['pan', 'macmillan']"
16564,0590376799,Tomorrowland: Ten Stories About The Future,michael cart,2001,Scholastic Signature,"['tomorrowland', 'ten', 'story', 'future']","['michael', 'cart']","['scholastic', 'signature']"
16565,067972575X,The Tin Drum (Vintage International),gunter grass,1990,Vintage Books USA,"['tin', 'drum', 'vintage', 'international']","['gunter', 'grass']","['vintage', 'usa']"
16566,067101398X,"End Game (Star Trek New Frontier, No 4)",peter david,1997,Star Trek,"['end', 'game', 'star', 'trek', 'new', 'frontier', '4']","['peter', 'david']","['star', 'trek']"
16567,0451458338,"The Darkest Road (The Fionavar Tapestry, Book 3)",guy gavriel kay,2001,Roc,"['darkest', 'road', 'fionavar', 'tapestry', 'book', '3']","['guy', 'gavriel', 'kay']",['roc']
16568,0679416463,Einstein's Dreams,alan lightman,1993,Pantheon Books,"['einstein', 'dream']","['alan', 'lightman']",['pantheon']
16569,0375707549,Juneteenth: A Novel,ralph ellison,2000,Vintage Books USA,"['juneteenth', 'novel']","['ralph', 'ellison']","['vintage', 'usa']"
16570,0732257476,Sole survivor,derek hansen,1997,HarperCollins Publishers,"['sole', 'survivor']","['derek', 'hansen']","['harpercollins', 'publisher']"
16571,1569473188,Latitudes of Melt,joan clark,2002,Soho Press,"['latitude', 'melt']","['joan', 'clark']",['soho']
16572,184149058X,Nothing But Blue Skies,tom holt,2002,Orbit Book Co.,"['nothing', 'blue', 'sky']","['tom', 'holt']","['orbit', 'book', 'co']"
16573,0425193047,After the Fire (Berkley Sensation),kathryn shay,2003,Berkley Publishing Group,"['fire', 'berkley', 'sensation']","['kathryn', 'shay']","['berkley', 'group']"
16574,0446532371,Under the Boardwalk,carly phillips,2004,Warner Books,['boardwalk'],"['carly', 'phillips']",['warner']
16575,0380820560,Off Limits,michele albert,2003,Avon,['limit'],"['michele', 'albert']",['avon']
16576,1576733343,31 Days of Praise : Enjoying God Anew,ruth myers,1998,Multnomah,"['31', 'day', 'praise', 'enjoying', 'god', 'anew']","['ruth', 'myers']",['multnomah']
16577,0671726234,"LOVES MUSIC, LOVES TO DANCE",mary higgins clark,1991,Audioworks,"['love', 'music', 'love', 'dance']","['mary', 'higgins', 'clark']",['audioworks']
16578,3499224100,Geschichte machen.,stephen fry,1999,Rowohlt Tb.,"['geschichte', 'machen']","['stephen', 'fry']","['rowohlt', 'tb']"
16579,078691551X,"Dungeon Master's Guide: Core Rulebook II (Dungeons & Dragons, Third Edition)",monte cook,2000,Wizards of the Coast,"['dungeon', 'master', 'guide', 'core', 'rulebook', 'ii', 'dungeon', 'dragon', 'third', 'edition']","['monte', 'cook']","['wizard', 'coast']"
16580,0786915528,"Monster Manual: Core Rulebook III (Dungeons & Dragons, Third Edition)",skip williams,2000,Wizards of the Coast,"['monster', 'manual', 'core', 'rulebook', 'iii', 'dungeon', 'dragon', 'third', 'edition']","['skip', 'williams']","['wizard', 'coast']"
16581,0863580424,Oranges Are Not the Only Fruit,jeanette winterson,1985,Harpercollins,"['orange', 'fruit']","['jeanette', 'winterson']",['harpercollins']
16582,0888012721,The Girl With the Full Figure Is Your Daughter,oscar martens,2002,Turnstone Press,"['girl', 'full', 'figure', 'daughter']","['oscar', 'martens']",['turnstone']
16583,0441814964,To Reign in Hell,steven brust,1985,Ace Books,"['reign', 'hell']","['steven', 'brust']",['ace']
16584,0028603869,Vegetarian Times : Vegetarian Beginner's Guide,editors of vegetarians times,1996,John Wiley & Sons,"['vegetarian', 'time', 'vegetarian', 'beginner', 'guide']","['editors', 'of', 'vegetarians', 'times']","['john', 'wiley', 'son']"
16585,0552101664,Zen and the Art of Motorcycle Maintenance,robert pirsig,1984,Bantam Doubleday Dell,"['zen', 'art', 'motorcycle', 'maintenance']","['robert', 'pirsig']","['bantam', 'doubleday', 'dell']"
16586,0140315977,The B. F. G.: Dahl (Puffin Books),roald dahl,1995,Penguin USA,"['b', 'f', 'g', 'dahl', 'puffin', 'book']","['roald', 'dahl']","['penguin', 'usa']"
16587,0425067947,Murder on the Links,agatha christie,2004,Berkley Publishing Group,"['murder', 'link']","['agatha', 'christie']","['berkley', 'group']"
16588,0345375599,The Druid of Shannara (Heritage of Shannara (Paperback)),terry brooks,1992,Del Rey Books,"['druid', 'shannara', 'heritage', 'shannara']","['terry', 'brooks']","['del', 'rey']"
16589,0399146911,American Fuji,sara backer,2001,Putnam Publishing Group,"['american', 'fuji']","['sara', 'backer']","['putnam', 'group']"
16590,0312876637,The Folk of the Fringe,orson scott card,2001,Orb Books,"['folk', 'fringe']","['orson', 'scott', 'card']",['orb']
16591,0312420315,Upside Down : A Primer for the Looking-Glass World,eduardo galeano,2001,Picador,"['upside', 'primer', 'lookingglass', 'world']","['eduardo', 'galeano']",['picador']
16592,006105366X,My Soul to Keep,tananarive due,1998,Eos,"['soul', 'keep']","['tananarive', 'due']",['eos']
16593,0451458206,Tamsin,peter s beagle,2001,Roc,['tamsin'],"['peter', 's', 'beagle']",['roc']
16594,0312242360,Round Ireland With a Fridge,tony hawks,2000,Thomas Dunne Books,"['round', 'ireland', 'fridge']","['tony', 'hawks']","['thomas', 'dunne']"
16595,0345450744,Between Sisters,kristin hannah,2004,Ballantine Books,['sister'],"['kristin', 'hannah']",['ballantine']
16596,0425084744,Dayworld (Dayworld),philip jose farmer,1986,Berkley Publishing Group,"['dayworld', 'dayworld']","['philip', 'jose', 'farmer']","['berkley', 'group']"
16597,0618082956,The Best American Science & Nature Writing 2000,david quammen,2000,Mariner Books,"['best', 'american', 'science', 'nature', 'writing', '2000']","['david', 'quammen']",['mariner']
16598,3462029576,Blackbox: Unerwartete Systemfehler (KiWi),benjamin v stuckradbarre,2000,Kiepenheuer & Witsch,"['blackbox', 'unerwartete', 'systemfehler', 'kiwi']","['benjamin', 'v', 'stuckradbarre']","['kiepenheuer', 'witsch']"
16599,3462027948,Mein langer Lauf zu mir selbst,joschka fischer,1999,Kiepenheuer & Witsch,"['mein', 'langer', 'lauf', 'zu', 'mir', 'selbst']","['joschka', 'fischer']","['kiepenheuer', 'witsch']"
16600,0060548266,"The Hollow Hills : Book Two of the Arthurian Saga (The Arthurian Saga, Book 2)",mary stewart,2003,Eos (Trade),"['hollow', 'hill', 'book', 'two', 'arthurian', 'saga', 'arthurian', 'saga', 'book', '2']","['mary', 'stewart']","['eos', 'trade']"
16601,044100508X,"The Pearls of Lutra (Redwall, Book 9)",brian jacques,1998,Ace Books,"['pearl', 'lutra', 'redwall', 'book', '9']","['brian', 'jacques']",['ace']
16602,0060548258,"The Crystal Cave : Book One of the Arthurian Saga (The Arthurian Saga, Book 1)",mary stewart,2003,Eos (Trade),"['crystal', 'cave', 'book', 'one', 'arthurian', 'saga', 'arthurian', 'saga', 'book', '1']","['mary', 'stewart']","['eos', 'trade']"
16603,0553565214,Daggerspell,katharine kerr,1993,Bantam,['daggerspell'],"['katharine', 'kerr']",['bantam']
16604,0345451295,Southern Living (Ballantine Reader's Circle),ad hudler,2003,Ballantine Books,"['southern', 'living', 'ballantine', 'reader', 'circle']","['ad', 'hudler']",['ballantine']
16605,1566196256,"10,000 dreams interpreted: A dictionary of dreams",gustavus hindman miller,1995,Barnes & Nobles Books,"['10000', 'dream', 'interpreted', 'dictionary', 'dream']","['gustavus', 'hindman', 'miller']","['barnes', 'noble']"
16606,0140071075,We Have Always Lived in the Castle,shirley jackson,1984,Penguin Books,"['always', 'lived', 'castle']","['shirley', 'jackson']",['penguin']
16607,0140441212,Bhagavad Gita (Penguin Classics),juan mascaro,1962,Penguin Books,"['bhagavad', 'gita', 'penguin', 'classic']","['juan', 'mascaro']",['penguin']
16608,0064470288,The Man Without a Face (Keypoint Book),isabelle holland,1987,HarperTrophy,"['man', 'without', 'face', 'keypoint', 'book']","['isabelle', 'holland']",['harpertrophy']
16609,0451134702,Fame and Fortune,kate coscarelli,1985,Signet Book,"['fame', 'fortune']","['kate', 'coscarelli']","['signet', 'book']"
16610,0373835663,Fool For Love (Feature Anthology),vicki lewis thompson,2004,Harlequin,"['fool', 'love', 'feature', 'anthology']","['vicki', 'lewis', 'thompson']",['harlequin']
16611,006105903X,Moonseed,stephen baxter,1999,Eos,['moonseed'],"['stephen', 'baxter']",['eos']
16612,0517150514,The Cat Lover's Book of Fascinating Facts: A Felicitous Look at Felines,ed lucaire,1997,Gramercy Books,"['cat', 'lover', 'book', 'fascinating', 'fact', 'felicitous', 'look', 'feline']","['ed', 'lucaire']",['gramercy']
16613,0394743121,Ulysses (Gabler Edition),james joyce,1986,Vintage,"['ulysses', 'gabler', 'edition']","['james', 'joyce']",['vintage']
16614,0140035664,Heart of Darkness (Modern Classics S.),joseph conrad,1973,Penguin Books Ltd,"['heart', 'darkness', 'modern', 'classic']","['joseph', 'conrad']","['penguin', 'ltd']"
16615,037371145X,The Replacement  (Twins),anne marie duquette,2003,Harlequin,"['replacement', 'twin']","['anne', 'marie', 'duquette']",['harlequin']
16616,0007170866,The Bride Stripped Bare,anonymous,2003,Fourth Estate,"['bride', 'stripped', 'bare']",['anonymous'],"['fourth', 'estate']"
16617,0876120796,Autobiography of a Yogi,p yogananda,1979,Self-Realization Fellowship Publishers,"['autobiography', 'yogi']","['p', 'yogananda']","['selfrealization', 'fellowship', 'publisher']"
16618,0812548132,Presumed Dead,hugh holton,1995,Forge,"['presumed', 'dead']","['hugh', 'holton']",['forge']
16619,1562826468,Winnie the Pooh's Bedtime Stories,bruce talkington,1994,Disney Press,"['winnie', 'poohs', 'bedtime', 'story']","['bruce', 'talkington']",['disney']
16620,0141301139,Fantastic Mr. Fox (Puffin Novels),roald dahl,1998,Puffin Books,"['fantastic', 'mr', 'fox', 'puffin', 'novel']","['roald', 'dahl']",['puffin']
16621,3257230885,Small World.,martin suter,2000,Diogenes Verlag,"['small', 'world']","['martin', 'suter']","['diogenes', 'verlag']"
16622,1551660423,Red,erica spindler,1995,Mira,['red'],"['erica', 'spindler']",['mira']
16623,349800042X,Mr. Vertigo.,paul auster,1996,"Rowohlt, Reinbek","['mr', 'vertigo']","['paul', 'auster']","['rowohlt', 'reinbek']"
16624,0312950446,Whoever Fights Monsters (St. Martin's True Crime Library),robert k ressler,1994,St. Martin's Press,"['whoever', 'fight', 'monster', 'st', 'martin', 'true', 'crime', 'library']","['robert', 'k', 'ressler']","['st', 'martin']"
16625,0786014059,Body Count,burl barer,2002,Pinnacle Books,"['body', 'count']","['burl', 'barer']",['pinnacle']
16626,0425189880,Last Man Down: A Firefighter's Story of Survival and Escape from the World Trade Center,richard picciotto,2003,Berkley Publishing Group,"['last', 'man', 'firefighter', 'story', 'survival', 'escape', 'world', 'trade', 'center']","['richard', 'picciotto']","['berkley', 'group']"
16627,0517565188,Catwatching,desmond morris,1987,Crown Publishing Group (NY),['catwatching'],"['desmond', 'morris']","['crown', 'group', 'ny']"
16628,0688111289,Fugitive Nights,joseph wambaugh,1992,Harpercollins,"['fugitive', 'night']","['joseph', 'wambaugh']",['harpercollins']
16629,0684846675,A CORNER OF THE VEIL : A Novel,laurence cosse,1999,Scribner,"['corner', 'veil', 'novel']","['laurence', 'cosse']",['scribner']
16630,2253006920,Histoires extraordinaires,edgar allan poe,1972,LGF,"['histoires', 'extraordinaires']","['edgar', 'allan', 'poe']",['lgf']
16631,3522128001,Die unendliche Geschichte: Von A bis Z,michael ende,1979,Thienemann,"['die', 'unendliche', 'geschichte', 'von', 'bi', 'z']","['michael', 'ende']",['thienemann']
16632,0380016648,A  4: Hand of Oberon (Amber Novels (Paperback)),roger zelazny,1999,Avon,"['4', 'hand', 'oberon', 'amber', 'novel']","['roger', 'zelazny']",['avon']
16633,8420482536,Amantes y Enemigos: Cuentos de Parejas,rosa montero,1998,Schoenhof Foreign Books Inc,"['amantes', 'enemigos', 'cuentos', 'de', 'parejas']","['rosa', 'montero']","['schoenhof', 'foreign', 'inc']"
16634,3499158124,Die Klavierspielerin. Roman.,elfriede jelinek,1997,Rowohlt Tb.,"['die', 'klavierspielerin', 'roman']","['elfriede', 'jelinek']","['rowohlt', 'tb']"
16635,1885211066,A Woman's World,marybeth bond,1995,Traveler's Tales,"['woman', 'world']","['marybeth', 'bond']","['traveler', 'tale']"
16636,3518396978,Hard-boiled Wonderland und das Ende der Welt.,haruki murakami,2000,Suhrkamp,"['hardboiled', 'wonderland', 'und', 'da', 'ende', 'der', 'welt']","['haruki', 'murakami']",['suhrkamp']
16637,0060907010,Innocent Erendira and Other Stories,gabriel garcia marquez,1979,Perennial,"['innocent', 'erendira', 'story']","['gabriel', 'garcia', 'marquez']",['perennial']
16638,0140077871,Dreams of Sleep (Contemporary American Fiction),josephine humphreys,2000,Penguin Books,"['dream', 'sleep', 'contemporary', 'american', 'fiction']","['josephine', 'humphreys']",['penguin']
16639,048626873X,"Renascence, and Other Poems (Dover Thrift Editions)",edna st vincent millay,1991,Dover Publications,"['renascence', 'poem', 'dover', 'thrift', 'edition']","['edna', 'st', 'vincent', 'millay']","['dover', 'publication']"
16640,0099163926,Killing Critics,carol oconnell,1997,Arrow,"['killing', 'critic']","['carol', 'oconnell']",['arrow']
16641,0061057274,Distress,greg egan,1998,Eos,['distress'],"['greg', 'egan']",['eos']
16642,0440237440,Song from the Sea,katherine kingsley,2003,Dell Publishing Company,"['song', 'sea']","['katherine', 'kingsley']","['dell', 'company']"
16643,0060977108,The Physics of Star Trek,lawrence m krauss,1996,Perennial,"['physic', 'star', 'trek']","['lawrence', 'm', 'krauss']",['perennial']
16644,0764551302,Gardening for Dummies,mike maccaskey,1999,For Dummies,"['gardening', 'dummy']","['mike', 'maccaskey']",['dummy']
16645,9501290670,No LOGO,naomi klein,2001,"Paidc\s Argentina""",['logo'],"['naomi', 'klein']","['paidcs', 'argentina']"
16646,0060011572,Animal Liberation,peter singer,2001,Ecco,"['animal', 'liberation']","['peter', 'singer']",['ecco']
16647,0373790651,"The Ultimate Seduction (Harlequin Blaze, No 61)",janelle denison,2002,Harlequin,"['ultimate', 'seduction', 'harlequin', 'blaze', '61']","['janelle', 'denison']",['harlequin']
16648,0380815249,The Bride Bed (Avon Romantic Treasure),linda needham,2002,Avon,"['bride', 'bed', 'avon', 'romantic', 'treasure']","['linda', 'needham']",['avon']
