ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0761511571,encyclopedia of natural medicine revised 2nd edition,michael t murray,1998,Prima Lifestyles
1881098184,the witches almanac spring 2002 to spring 2003 witches almanac 2002 2003,elizabeth pepper,2002,Witches Almanac Ltd
0380721457,mrs dewinter,susan hill long,1994,Avon
0452272319,foxfire confessions of a girl gang,joyce carol oates,1994,Plume Books
0451202511,murder can upset your mother a desiree shapiro mystery desiree shapiro mysteries ,selma eichler,2001,Signet Book
2258061474,parlezvous le jeanclaude ,dominique duforest,2003,Hors Collection
0062516507,the 100 simple secrets of happy people what scientists have learned and how you can use it,david niven,2000,HarperSanFrancisco
0553255932,practice effect,david brin,1985,Bantam Doubleday Dell
0440153778,love,danielle steel,1989,Dell
3442435374,,patricia cornwell,1999,Goldmann
3442451353,das wunschspiel,patrick redmond,2002,Goldmann
8420726672,la celestina biblioteca didactica anaya,fernando de rojas,1998,Continental Book Company
0142300675,dreamland,sarah dessen,2002,Puffin Books
0061031143,white shell woman,james d doss,2002,Avon
0809015803,all but my life  a memoir,gerda weissmann klein,1995,Hill & Wang Pub
0394718534,the book on the taboo against knowing who you are,alan watts,1972,Random House USA Inc
0884964094,the bat in my pocket a memorable friendship,amanda lollar,1996,Consortium Book Sales & Dist
0312968930,too wicked to love,barbara dawson smith,1999,St. Martin's Paperbacks
0505522659,knight of a trillion stars futuristic romance,dara joy,1997,Love Spell
3499134780,,martha grimes,1994,Rowohlt Tb.
0505524724,sacrament candleglow,susan squires,2002,Dorchester Publishing Company
0373270186,twilight phantasies shadows silhouette,maggie shayne,1993,Silhouette
0875420028,enchantment of the faerie realm communicate with nature spirits and elementals,ted andrews,1993,Llewellyn Publications
091581112X,spiritual growth being your higher self earth life book iii,sanaya roman,1989,H.J. Kramer
0505525240,shadow crossing,catherine spangler,2003,Love Spell
0020264763,age of innocence,edith wharton,1992,Scribner
9074336256,palmwijn,adriaan van dis,1996,Meulenhoff
1582431604,jayber crow,wendell berry,2001,Counterpoint Press
0886779898,brightly burning,mercedes lackey,2001,Daw Books
0060011904,small town  a novel block lawrence,lawrence block,2003,William Morrow
0743202708,fat ollies book  a novel of the 87th precinct,ed mcbain,2003,Simon & Schuster
0765345005,hominids neanderthal parallax,robert j sawyer,2003,Tor Science Fiction
8496136426,la puerta en el muro,hg wells,2004,El Acantilado
1585671975,the company a novel of the cia,robert littell,2002,Overlook Press
0380726769,the lovers the legend of trystan and yseult,kate hawks,1999,Avon Books
0671491784,merchant venice,william shakespeare,1983,Washington Square Press
0060081597,dr atkins new diet revolution new and revised edition,robert c atkins,2002,Perennial Currents
0743412311,fleeced  a regan reilly mystery regan reilly mysteries ,carol higgins clark,2002,Pocket
0060805072,summer,edith wharton,1980,Harpercollins
1400050588,songs of the gorilla nation  my journey through autism,dawn phd princehughes,2004,Harmony
0486401294,the red house mystery dover mystery classics,aa milne,1998,Dover Publications
1561380911,the artistic cat,running press,1992,Running Press Book Publishers
0671534254,lord of the dead the secret history of byron,tom holland,1996,Pocket Books
0425099229,the golden ball and other stories,agatha christie,1996,Berkley Publishing Group
0140714057,hamlet prince of denmark pelican shakespeare,william shakespeare,1989,Penguin Books
0395272211,the return of the king the lord of the rings part 3,jrr tolkien,1988,Houghton Mifflin
0140431179,the strange case of dr jekyll and mr hyde and other stories the penguin english library,robert louis stevenson,1979,Penguin Books
015694877X,the waste land and other poems,ts eliot,1955,Harvest Books
3423071516,der kleine hobbit,jrr tolkien,2002,Distribooks
0743422740,shotgun bride mckettrick cowboys,linda lael miller,2003,Pocket Star
0451408756,the pipers sons,bruce chandler fergusson,1999,Signet Book
3257233396,feine freunde commissario brunettis neunter fall,donna leon,2002,Diogenes Verlag
0440415705,my louisiana sky,kimberly willis holt,2000,Yearling Books
0425103552,marine sniper 93 confirmed kills,charles henderson,1991,Berkley Publishing Group
067980112X,the woman who rides like a man song of the lioness ,tamora pierce,1997,Random House Children's Books
2877141535,les liaisons dangereuses world classics,pierre ambroise francois choderl laclos,1998,Brooking International
0553572024,mint julep murder,carolyn g hart,1996,Bantam Books
2264029951,chroniques de san francisco tome 1,armistead maupin,2000,Editions 10/18
2253153265,,didier van cauwelaert,2002,LGF
2226133895,robert des noms propres,,2002,Albin Michel
0060534044,kisscut,karin slaughter,2003,HarperTorch
2266120166,la rage au coeur,ingrid betancourt,2002,Pocket
044661128X,still mr  mrs,mary mcbride,2002,Warner Forever
0688155456,witch week chronicles of chrestomanci,diana wynne jones,1997,HarperTrophy
0345328949,robots and empire,isaac asimov,1991,Del Rey Books
0380703831,tricks,ed mcbain,1989,Harper Mass Market Paperbacks (Mm)
0743233476,monday mourning  a novel,kathy reichs,2004,Scribner
0446612588,mortal allies,brian haig,2003,Warner Books
0751502014,kingdom of shadows,barbara erskine,1988,Warner Futura
0312970234,incident at twentymile,trevanian,1999,St. Martin's Press
0380820900,stealing the bride avon romantic treasure,elizabeth boyle,2003,Avon
0380802449,anything goes a grace and favor mystery,jill churchill,1999,Avon
0553260057,how to break your addiction to a person  when and why love doesnt work and what to do about it,howard halpern,1983,Bantam
0894864025,codependent no more how to stop controlling others and start caring for yourself,melody beattie,1996,Hazelden Publishing & Educational Services
0671003356,ransom,julie garwood,1999,Atria
0394854438,the berenstain bears in the dark berenstain stan first time books,stan berenstain,1982,Random House Children's Books
3257204981,der vater eines morders,alfred andersch,0,Diogenes Verlag AG
0064410226,joey pigza loses control joey pigza books ,jack gantos,2002,HarperTrophy
3453212045,,marian keyes,2002,Heyne
0698118650,backwater,joan bauer,2000,Putnam Publishing Group
0140430962,the woman in white the penguin english library,wilkie collins,1975,Penguin Books
0060809779,native son,richard wright,1987,Perennial
0062516590,the legacy of luna the story of a tree a woman and the struggle to save the redwoods,julia hill,2001,Harper SanFrancisco
1857978137,on foot through africa,ffyona campbell,1995,Orion
0345308336,wishsong of shanarra 3,terry brooks,1985,Ballantine Books
0786929502,dragons of a vanished moon dragonlance war of souls book 3,margaret weis,2003,Wizards of the Coast
0679400702,how to make an american quilt,whitney otto,1991,Random House Inc
0140275363,the iliad penguin classics,homer,1998,Penguin Books
0140268863,the odyssey,robert fagles,1999,Penguin USA (Paper)
0380799006,siblings without rivalry how to help your children live together so you can live too,adele faber,1998,Perennial Currents
0312978413,total surrender,cheryl holt,2002,St. Martin's Paperbacks
0684830426,the great gatsby scribner classics,f scott fitzgerald,1996,Scribner
0375755403,a working girl cant win  and other poems,deborah garrison,2000,Modern Library
044100945X,first truth,dawn cook,2002,Ace Books
3453124294,nirgendwo in afrika,stefanie zweig,1999,Heyne
3596154049,der besuch des leibarztes,per olov enquist,2003,"Fischer (Tb.), Frankfurt"
006052992X,crossing over one womans escape from amish life,ruth irene garrett,2003,HarperSanFrancisco
0812541626,the runelords the sum of all men the runelords book one,david farland,1999,Tor Fantasy
0060280034,dinotopia a land apart from time dinotopia,james gurney,1998,HarperCollins
0345443993,the dragon queen tales of guinevere book 1,alice borchardt,2001,Del Rey
3442453003,sex and the city,candace bushnell,2001,Goldmann
0553287923,not a creature was stirring,jane haddam,1990,Bantam Books
0399132414,patriot games,tom clancy,1987,Putnam Publishing Group
0140168842,murther  walking spirits,robertson davies,1992,Penguin Books
8495501619,riesgo calculado  bolsillo,katherine neville,2000,Suma de Letras
1563891719,worlds end sandman book 8,neil gaiman,1995,DC Comics
1563891050,fables and reflections sandman book 6,neil gaiman,1994,DC Comics
086316157X,philosophy for beginners writers and readers documentary comic book,richard osborne,1993,Writers & Readers Publishing
014015373X,voltaires bastards  the dictatorship of reason in the west,john ralston saul,0,Penguin Putnam~trade
0060198788,close to home  a novel of suspense,peter robinson,2003,William Morrow
0312986688,winter and night a bill smithlydia chin novel,sj rozan,2003,St. Martin's Minotaur
0451459172,paper mage,leah r cutter,2003,Roc
0441810764,time enough for love,robert a heinlein,1994,Ace Books
0800714784,his needs her needs,willard f harley jr,1986,Baker Book House Co
0895261901,bias a cbs insider exposes how the media distort the news,bernard goldberg,2001,Regnery Publishing
0140285563,the diary of a nobody essential penguin s,george grossmith,1999,Penguin Books Ltd
0140282599,my family and other animals essential penguin s,gerald durrell,1999,Penguin Books Ltd
0140274162,to the lighthouse essential penguin s,virginia woolf,2004,Penguin Books Ltd
0140433139,moll flanders penguin classics,daniel defoe,1989,Penguin Books
0140430105,emma penguin classics,jane austen,1966,Penguin Books
0380768666,fortunes bride an avon romantic treasure,judith e french,1994,Harper Mass Market Paperbacks (Mm)
0140433813,dracula penguin classics,bram stoker,1993,Penguin Books Ltd
0140440259,the three musketeers penguin classics,alexandre dumas,1982,Penguin Books
0140441166,les liaisons dangereuses penguin classics,choderlos de laclos,1961,Penguin Books
0002259834,miss wyoming uk edition,douglas coupland,0,Harpercollins Publisher
0345422805,team rodent  how disney devours the world,carl hiaasen,1998,Ballantine Books
055214262X,mariana,susanna kearsley,1995,Corgi Books
0812579011,midnight louies pet detectives,carole nelson douglas,2000,Forge Books
0679728228,a man for all seasons a play in two acts vintage international,robert bolt,1990,Vintage Books USA
0307131726,earth where would we be without it golden looklook books ,steve gray,1998,Golden Books
0590407600,magic school bus inside the earth magic school bus ,joanna cole,1989,Scholastic
0312862172,the dark descent dark descent,clive barker,1997,Tor Books
0812523377,jane eyre,charlotte bronte,1994,Tor Books
0425146227,a new leash on death,susan conant,1996,Berkley Publishing Group
0451627547,why we cant wait,martin luther king,1991,Signet Book
0385267134,the volcano lover a romance,susan sontag,1993,Anchor
0375415475,family history,dani shapiro,2003,Knopf
0394576047,murder at the pentagon,margaret truman,1992,Random House Inc
0385722613,highwire moon a novel,susan straight,2002,Anchor Books/Doubleday
156619315X,odyssey,homer,1994,Dorset Press
0753503921,losing my virginity the autobiography,richard branson,1999,Virgin Books
0312996055,psychopath frank clevenger,keith ablow,2004,St. Martin's Paperbacks
0441006000,the godmothers web,elizabeth ann scarborough,1999,Ace Books
8838910170,la forma dellacqua la memoria,andrea camilleri,1994,Sellerio
0812930991,blinded by the right the conscience of an exconservative,david brock,2002,Crown Publishers
9812327975,notes from an even smaller island,neil humphreys,2001,Times Editions
0446612766,still life with crows,douglas preston,2004,Warner Books
045121157X,monkeewrench,pj tracy,2004,Signet Book
0399151540,divided in death,jd robb,2004,Putnam Publishing Group
1865082783,love and vertigo,hsuming teo,2000,Allen & Unwin
0887621023,the secret language of girls,josey vogels,2002,Thomas Allen & Son
0771099975,as for me and my house new canadian library,sinclair ross,1995,New Canadian Library
0399136738,hideaway,dean r koontz,1992,Putnam Pub Group
0140188320,sons and lovers twentiethcentury classics,dh lawrence,1995,Penguin Books
0385720602,colors of the mountain,da chen,2001,Anchor Books/Doubleday
3596200199,das urteil,franz kafka,1994,Fischer Taschenbuch Verlag
0671203231,why i am not a christian  and other essays on religion and related subjects,bertrand russell,1967,Touchstone
1560974273,ghost world,daniel clowes,2001,Fantagraphics Books
0679430881,the man who ate everything and other gastronomic feats disputes and pleasurable pursuits,jeffrey steingarten,1997,Alfred A. Knopf
1853260037,father brown selected stories wordsworth collection,gk chesterton,1998,NTC/Contemporary Publishing Company
0060179791,for love,sue miller,1993,Harpercollins
1584855193,spring pearl the last flower girls of many lands,laurence yep,2002,Pleasant Company Publications
0812523466,alternate warriors,mike resnick,1993,Tor Books
0553263528,out on a limb,shirley maclaine,1986,Bantam Books
0141303522,a long way from chicago a novel in stories,richard peck,2000,Puffin Books
0515131660,once upon a rose,nora roberts,2001,Jove Books
0375506764,tepper isnt going out,calvin trillin,2001,Random House
0312963971,hide and seek dead letter mysteries,ian rankin,1997,St. Martin's Press
0312982402,the falls  an inspector rebus novel an inspector rufus novel,ian rankin,2003,St. Martin's Minotaur
0441533825,mirrorshades the cyberpunk anthology,bruce sterling,1988,Ace Books
0060194979,genome the autobiography of a species in 23 chapters,matt ridley,2000,HarperCollins Publishers
044100928X,summers at castle auburn,sharon shinn,2002,Ace Books
0671872664,black blood last vampire 2  black blood,christopher pike,1994,Simon Pulse
0590452568,thirteen,tonya pines,1991,Scholastic
0451459520,ill wind weather warden book 1,rachel caine,2003,Roc
0140183167,the jungle books penguin classics,rudyard kipling,1990,Penguin Books
8408033700,melocotones helados autores espanoles e iberoamericanos,espido freire,1999,"Editorial Planeta, S.A. (Barcelona)"
344245218X,tod in lissabon,robert wilson,2002,Goldmann
0375507817,the wisdom of big bird and the dark genius of oscar the grouch  lessons from a life in feathers,caroll spinney,2003,Villard Books
3822860867,millennium art postcard book 30 detachable postcards,taschen america,2001,Taschen
1576736113,bookends,liz curtis higgs,2000,Multnomah
0060516054,what went wrong  the clash between islam and modernity in the middle east,bernard lewis,2003,Perennial
0345364279,the windsor knot,sharyn mccrumb,1992,Ballantine Books
0452273374,father of frankenstein,christopher bram,1996,Plume Books
0425150445,bitterroot landing,sheri reynolds,1995,Berkley Publishing Group
0747528977,a story for europe bloomsbury classics,will self,1996,Bloomsbury Publishing PLC
0201886685,chat,nan mccarthy,1996,Addison-Wesley Pub Co (C)
0399231420,hope was here newbery honor book,joan bauer,2000,Putnam Publishing Group
202023811X,cent ans de solitude,gabr garcia marquez,0,Editions Du Seuil
0061091979,battle flag starbuck chronicles,bernard cornwell,1996,HarperTorch
1552781631,the internet bride,gregory ward,2000,McArthur Publishing
0226469360,the stone angel phoenix fiction series,margaret laurence,1993,University of Chicago Press
0380802090,hunted,james alan gardner,2000,Eos
0312289197,queenmaker a novel of king davids queen,india edghill,2002,Picador USA
0064472876,wurst case scenario,catherine clark,2001,HarperTempest
0440220394,a wrinkle in time,lengle madelein,1996,Laurel-Leaf Books
0553078925,mars a bantam spectra book,ben bova,1992,Bantam Books
0316845221,do what you are,paul d tieger,1995,Little Brown & Co
0425165159,the harlequin tea set and other stories,agatha christie,2002,Berkley Publishing Group
0060506067,clara callan  a novel,richard b wright,2002,HarperCollins
0440223385,life penalty,joy fielding,1998,Dell Publishing Company
0770426182,smillas sense of snow,peter hoeg,1994,Bantam Books
0451139682,different seasons,stephen king,1983,Signet Book
2266023039,la nuit des temps,,1988,Pocket
1931543380,knitting journal,char loving,2003,Sixth&Spring Books
0140233903,paddy clarke ha ha ha,roddy doyle,1995,Penguin Books
3822814962,kitchen kitsch vintage food graphics,jim heimann,2002,Client Distribution Services
0446533270,the christmas train,david baldacci,2003,Warner Books
0525947698,the privilege of youth a teenagers story of longing for acceptance and friendship,dave pelzer,2004,Dutton Books
0449210677,resurrection row,anne perry,1989,Fawcett Books
0739417096,on the street where you live,mary higgins clark,0,Simon Schuster Macmillan
067089558X,a heart of stone,renate dorrestein,2001,Viking Penguin Inc
0312422288,sellevision a novel,augusten burroughs,2003,Picador USA
1551668602,first best and only,barbara delinsky,2001,Mira
0312203764,the language of threads,gail tsukiyama,1999,St. Martin's Press
0425190838,track of the cat,nevada barr,2003,Berkley Publishing Group
0684833778,the bodacious book of succulence  daring to live your succulent wild life,sark,1998,Fireside
0451525817,the secret garden,frances hodgson burnett,1994,Signet Classics
068803036X,the cider house rules,john irving,1985,Harpercollins Childrens Books
0812544706,implant,f paul wilson,1996,Tor Books
0425167135,a blessing on the moon,joseph skibell,1999,Berkley Publishing Group
0312154305,the memoirs of cleopatra a novel,margaret george,1997,St. Martin's Press
031287216X,venus,ben bova,2000,St Martins Pr
0765343266,son of the shadows the sevenwaters trilogy,juliet marillier,2002,Tor Fantasy
0765345013,child of the prophecy  book three of the sevenwaters trilogy the sevenwaters trilogy,juliet marillier,2003,Tor Books
0425103536,the mysterious mr quin hercule poirot mysteries ,agatha christie,1994,Berkley Publishing Group
0394573358,a natural history of the senses,diane ackerman,1990,Random House Inc
0060957409,slut growing up female with a bad reputation,leora tanenbaum,2000,Perennial
0395245109,even cowgirls get the blues,tom robbins,1976,Houghton Mifflin
0394717848,the vegetarian epicure,anna thomas,1972,Vintage Books USA
0810909650,gnomes,will huygen,1977,Harry N Abrams
0875421296,magical aromatherapy the power of scent llewellyns new age series,scott cunningham,1989,Llewellyn Publications
0062511866,the goddess in the bedroom  passionate womans guide to celebrating sexuality every night of the week a,zsuzsanna e budapest,1995,HarperSanFrancisco
0385508719,every second counts,lance armstrong,2003,Broadway
2070406962,,daniel pennac,1999,Gallimard
2266125354,lattrapecoeurs,jd salinger,2004,Pocket (FR)
0380708744,total recall,piers anthony,1990,Harper Mass Market Paperbacks (Mm)
2070404587,le liseur,berhard schlink,0,Folio
0590420402,wishgiver,bill brittain,0,Scholastic Inc
0812536037,songs of earth  power the infinity concerto and the serpent mage,greg bear,1996,Tor Books
0385487622,the weigh down diet,gwen shamblin,1997,Doubleday Books
0768420164,the god chasers my soul follows hard after thee,tommy tenney,1999,Destiny Image Publishers
078688200X,sacred hoops  spiritual lessons of a hardwood warrior,phil jackson,1996,Hyperion
0670746045,vietnam a history,stanley karnow,1983,Penguin USA
0553095234,black holes and baby universes and other essays,stephen w hawking,1993,Bantam Books
031600023X,worse than watergate the secret presidency of george w bush,john w dean,2004,"Little, Brown"
0684815354,slow dancing on dinosaur bones  a novel,lana witt,1996,Scribner
0375505229,matchstick men  a novel of petty crimes,eric garcia,2002,Villard
1565921496,programming perl 2nd edition,larry wall,1996,O'Reilly
880781563X,garzanti  gli elefanti la casa del sonno,j coe,0,Feltrinelli
0451191390,drumveyn,alexandra raife,1997,Onyx Books
1567186610,celtic myth  magick harness the power of the gods and goddesses llewellyns world religion and magic series,edain mccoy,1995,Llewellyn Publications
8401426715,siddhartha,hermann hesse,1999,"Plaza & Janes Editores, S.A."
0440235448,a sight for sore eyes,ruth rendell,2000,Dell
1576737039,stories for the extreme teens heart stories for the heart series endcap kit,alice gray,2000,Multnomah
0399240071,who moved my cheese for teens an amazing way to change and win,spencer md johnson,2002,Putnam Publishing Group
0743213807,chocolate for a teens heart  unforgettable stories for young women about love hope and happiness chocolate series,kay allenbaugh,2001,Fireside
0441008720,lord brocktree redwall book 13,brian jacques,2001,Ace Books
8433969528,la vida sexual de catherine millet,catherine millet,2002,Anagrama
1400000408,despistes y franquezas,mario benedetti,2002,Sudamericana
225307618X,recherche jeune femme aimant danser,higgins clark,1994,LGF
0060916486,mules and men,zora neale hurston,1990,Perennial
0192833634,mansfield park oxford worlds classics,jane austen,1998,Oxford University Press
0393301311,fur person,may sarton,1983,W. W. Norton & Company
0452273331,the fountainhead,ayn rand,1994,Plume Books
0679428879,enigma,robert harris,1995,Random House Inc
8845407039,e venne chiamata due cuori,m morgan,1998,Fabbri - RCS Libri
3499229927,die mutter,petra hammesfahr,2001,Rowohlt Tb.
0385496753,the heartsong of charging elk  a novel,james welch,2001,Anchor
0590441698,family under the bridge,natalie sav carlson,0,Scholastic Inc
0060523794,who says elephants cant dance inside ibms historic turnaround,louis v gerstner jr,2002,HarperBusiness
0553802038,fatal,michael palmer,2002,Bantam
067165361X,unlikely ones,sam brown,1987,Baen
1551669552,along came trouble,sherryl woods,2002,Mira
0743223551,the kills fairstein linda,linda fairstein,2004,Scribner
0425193993,a dilly of a death,susan wittig albert,2004,Berkley Hardcover
0451165551,the year of the intern,robin cook,1973,Signet Book
0060004746,murder walks the plank  a death on demand mystery hart carolyn g,carolyn hart,2004,William Morrow
0446378445,in search of excellence lessons from americas bestrun companies,thomas j peters,1984,Warner Books
3423205903,,henning mankell,2003,Dtv
8420427624,the colmena la,camilo jose cela,1999,Aguilar Aguilar
8401490987,la clave esta en rebecca,follet,1998,Plaza & Janes Editor
0061056928,lords and ladies,terry pratchett,1996,HarperTorch
0395926866,the best american short stories 2000,el doctorow,2000,Houghton Mifflin Co
1573220426,kitchen table wisdom stories that heal,rachel naomi remen,1996,Riverhead Books
0811818276,52 ways to simplify your life 52 decks,lynn gordon,1997,Chronicle Books
0609809636,justice crimes trials and punishments,dominick dunne,2002,Three Rivers Press (CA)
0446530743,amanda brighthome,danielle crittenden,2003,Warner Books
0671046179,blood and smoke cd,stephen king,1999,Audioworks
0312929587,undercurrents,ridley pearson,1992,St. Martin's Press
0425139034,property of,alice hoffman,1993,Berkley Publishing Group
0449911608,saint maybe,anne tyler,1996,Ballantine Books
0345383990,fair and tender ladies ballantine readers circle,lee smith,1993,Ballantine Books
0679443673,auden poems everymans library pocket poets,wh auden,1995,Unknown Publisher - Being Researched
0142000213,bridget joness guide to life,helen fielding,2001,Penguin Books
0786865520,something dangerous,patrick redmond,1999,Hyperion
0671567748,laura,larry watson,2000,Atria
0525939210,two or three things i know for sure,dorothy allison,1995,Dutton Books
0743244850,are you there alone  the unspeakable crime of andrea yates,suzanne omalley,2004,Simon & Schuster
1551664968,confession,elizabeth gage,1999,Mira
0451184912,brandy  bullets murder she wrote,jessica fletcher,1997,Signet Book
0380807319,walking the bible a journey by land through the five books of moses,bruce feiler,2002,Perennial
0451410815,the man with a load of mischief richard jury novels,martha grimes,2003,Onyx Books
1556611188,the calling of emily evans women of the west bethany house,janette oke,1990,Bethany House Publishers
0451183843,murder can ruin your looks desiree shapiro mysteries ,selma eichler,2003,Signet Book
0345421221,the alpine kindred emma lord mysteries,mary daheim,1999,Fawcett Books
0892131284,the higher taste a guide to gourmet vegetarian cooking and a karmafree diet,ac bhaktivedanta swami prabhupada et al,1991,Bhaktivedanta Book Trust
0451195671,crimes and misdemeanors new and original stories of love and death,elaine koster,1998,Signet Book
0590462946,i spy mystery  a book of picture riddles,jean marzollo,1993,Cartwheel Books
0380778777,murder my suite bedandbreakfast mysteries ,mary daheim,1995,Avon
0446609838,stealing the elfkings roses,diane duane,2002,Aspect
0553585177,fires of the faithful,naomi kritzer,2002,Bantam Books
8806116053,se questo e un uomo  la tregua,primo levi,1989,Einaudi
0345342305,the iowa baseball confederacy,wp kinsella,1991,Ballantine Books
0553582097,unsolicited a booklovers mystery booklovers mysteries,julie kaewert,2000,Crimeline
0140707247,king lear,william shakespeare,1999,Penguin USA (Paper)
0451166361,the glass menagerie,tennessee williams,1993,Signet Book
0671723227,wiseguy,nicholas pileggi,1990,Pocket
0849908647,he still moves stones,max lucado,1993,W Publishing Group
0725107251,from strength to strength an autobiography,sara henderson,1993,Pan MacMillan Publishers Australia
069620780X,2001 crossstitch designs the essential reference book,better homes and gardens,1999,Meredith Books
014032495X,roll of thunder hear my cry plus s,mildred d taylor,1990,Puffin Books
1563899426,legends in exile fables book 1,bill willingham,2002,DC Comics
0875421857,spell crafts creating magical objects llewellyns practical magic,scott cunningham,1993,Llewellyn Publications
1563892057,the kindly ones sandman book 9,neil gaiman,1996,DC Comics
0679764119,my lead dog was a lesbian mushing across alaska in the iditarodthe worlds most grueling race vintage departures,brian patrick odonoghue,1996,Vintage Books USA
0425098842,stone 588,gerald a browne,1989,Berkley Pub Group
0671706675,earthway  a native american visionarys path to total mind body and spirit health religion and spirituality,mary summer rain,1992,Atria
0140067647,the sunne in splendour,sharon kay penman,1990,Ballantine Books
0156027798,big if,mark costello,2003,Harvest Books
0689822804,the cheerios play book,lee wade,1998,Little Simon
0062516582,the legacy of luna the story of a tree a woman and the struggle to save the redwoods,julia butterfly hill,2000,Harper San Francisco
0812545427,dragon and phoenix,joanne bertin,2000,Tor Books
0931674085,a cup of christmas tea,tom hegg,1989,Waldman House Press
0553577867,tides of the heart,jean stone,1999,Bantam Books
0811803201,twenty love poems and a song of despair,pablo neruda,1993,Chronicle Books Llc
0440418496,pure dead magic,debi gliori,2002,Yearling
0743204700,an accidental woman  a novel,barbara delinsky,2002,Simon & Schuster
0345302834,castle roogna 03,piers anthony,1981,Del Rey Books
0679722556,howards end vintage international,em forster,1989,Vintage Books USA
0399150811,retreat hell,web griffin,2004,Putnam Publishing Group
0060508175,past due lashner william,william lashner,2004,William Morrow
0345440080,seven dials,anne perry,2004,Ballantine Books
0812509439,the dragon knight,gordon r dickson,1991,Tor Books
0425152669,blackwater spirits,miriam grace monfredo,1996,Berkley Publishing Group
0345348664,the illearth war chronicles of thomas covenant the unbeliever,stephen r donaldson,1989,Del Rey Books
0743405897,true justice,robert k tanenbaum,2000,Atria Books
0886776228,the sword of maidens tears book one of the twelve treasures,rosemary edghill,1994,Daw Books
0451410408,conflicts of interest,john martel,2002,Onyx Books
0380708906,arthur the pendragon cycle book 3,stephen r lawhead,1990,Eos
0671720759,bad spell in yurt,c dale brittain,1991,Baen
0812562674,the galactic gourmet a sector general novel,james white,1997,Tor Books (Mm)
037344124X,duets 57 lady and the scampthe doctor dilemma duets 58,candy halliday,2001,Harlequin
0156421178,homage to catalonia harvest book,george orwell,1969,Harvest Books
0679733736,the myth of sisyphus and other essays vintage international,albert camus,1991,Vintage Books USA
0679736654,a scanner darkly,philip k dick,1991,Vintage Books USA
0671877550,mathemagics,margaret ball,1996,Baen
0060953748,river town  two years on the yangtze,peter hessler,2001,Perennial
0345446984,24jul,jim brown,2002,Ballantine Books
0140620761,middlemarch penguin popular classics,george eliot,1994,Penguin Books Ltd
0786863404,tracey takes on,tracey ullman,1998,Hyperion Books
0091867908,playing the moldovans at tennis,tony hawks,2000,Ebury Press
0312422164,how to be alone essays,jonathan franzen,2003,Picador
0671016997,boundary waters mysteries  horror,william kent krueger,2000,Pocket Star
0140430075,robinson crusoe,daniel defoe,1998,Penguin USA (Paper)
0394723856,sister age,mfk fisher,1984,Vintage
0671769227,band of brothers e company 506th regiment 101st airborne from normandy to hitlers eagles nest,stephen e ambrose,1992,Simon & Schuster
0345426258,harts war,john katzenbach,2000,Ballantine Books
0373292856,the surgeon harlequin historical series,kate bridges,2003,Harlequin
0803717237,the day jimmys boa ate the wash,trinka hakes noble,1980,Dial Books
0821764012,an arranged marriage zebra historical romance,jo beverley,1999,Kensington Publishing Corporation
0821767860,thoroughly kissed,kristine grayson,2001,Zebra Books
0505522756,cinderfella faerie tale romance,linda jones,1998,Love Spell
0671649280,legacy of heorot,larry niven,1988,Pocket
037321801X,worth the risk,jayne ann krentz,2002,Silhouette
0060514558,let freedom ring winning the war of liberty over liberalism,sean hannity,2002,Regan Books
1551665972,east of peculiar,suzann ledbetter,2000,Mira
0451204476,ordeal by the sea  the tragedy of the u s s indianapolis,thomas helm,2001,Signet Book
0312134371,christina rossetti selected poems bloomsbury classic poetry series,prelude pr,1995,St Martins Pr
0553212192,ten plays by euripides,euripides,1984,Bantam
055357289X,shadow dawn chronicles of the shadow war book 2,george lucas,1998,Bantam Books
0394712587,the plague,albert camus,1972,Vintage Books USA
1843337045,fairy paths  spirit roads exploring otherwordly routes in the old and new worlds,paul devereux,2003,Vega Books
0441029205,arielbook of change,steven boyett,1983,Ace Books
0964631636,house of gold,bud macfarlane jr,1999,Saint Jude Media
0006551971,swimmer,bill broady,2003,Trafalgar Square
0440012422,the childrens story,james clavell,1981,Delacorte Press/Eleanor Friede
1551668262,wager,metsy hingle,2001,Mira
0061092096,love in another town,barbara taylor bradford,1996,HarperTorch
055356370X,the hacker crackdown law and disorder on the electronic frontier,bruce sterling,1993,Spectra Books
0671648152,seeds of yesterdy dollanger saga ,vc andrews,1987,Pocket
0373484771,overload  if a man answers,linda howard,2002,Silhouette
0525947531,the ig nobel prizes the annals of improbable research,marc abrahams,2003,Dutton Books
0471295639,against the gods the remarkable story of risk,peter l bernstein,1998,Wiley
0141001445,the malcontenta a kathy and brock mystery kathy and brock mysteries,barry maitland,2001,Penguin Books
0865714088,divorce your car  ending the love affair with the automobile,katharine t alvord,2000,New Society Publishers
0743477316,oyster blues  a novel,michael mcclelland,2004,Pocket Star
0060292873,love that dog,sharon creech,2001,Joanna Cotler
842533411X,hannibal,thomas harris,1999,"Editorial Grijalbo, S.A. de C.V."
0679723412,pnin vintage international,vladimir nabokov,1989,Vintage
0883639335,great rubber stamping ideas tips and techniques,judy ritchie,2001,Hugh Lauter Levin Associates
0786011629,vanished,tj macgregor,2001,Kensington Publishing Corporation
0312971400,the twelve,howard kaminsky,2000,St. Martin's Press
0804104549,riding the iron rooster by train through china,paul theroux,1990,Ivy Books
