ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,spencer johnson,1998,Putnam Pub Group (Paper)
0743444167,New Cardiff,charles webb,2002,Washington Square Press
0618231617,Almost: A Novel,elizabeth benedict,2002,Mariner Books
0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",martha beck,2000,Berkley Publishing Group
0140185216,On the Road (Penguin 20th Century Classics),jack kerouac,1998,Penguin USA (Paper)
0684717255,I And Thou,martin buber,1971,Free Press
0486272745,The Prince (Dover Thrift Editions),,1992,Dover Publications
0062507249,Becoming a Man : Half a Life Story,paul monette,1993,HarperSanFrancisco
0684801221,OLD MAN AND THE SEA,ernest hemingway,1995,Scribner
0060083298,The Dominant Blonde,alisa kwitney,2002,Avon Trade
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),billie letts,1998,Warner Books
0140293248,The Girls' Guide to Hunting and Fishing,melissa bank,2000,Penguin Books
0743213831,America the Beautiful: A Novel,moon unit zappa,2001,Touchstone
0142000205,Icy Sparks,gwyn hyman rubio,2001,Penguin Books
0316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,elisabeth robinson,2004,"Little, Brown"
193156146X,The Time Traveler's Wife,audrey niffenegger,2003,MacAdam/Cage Publishing
015600710X,Strange Fits of Passion: A Novel,anita shreve,1999,Harvest Books
0062517856,The Monk Downstairs: A Novel,tim farrington,2002,HarperSanFrancisco
0449207757,Davita's Harp,chaim potok,1990,Fawcett Books
0449245691,The Book of Lights,chaim potok,1997,Fawcett Books
2253004022,Regain,jean giono,1987,LGF
2253005274,Le Grand Meaulnes (Classiques De Poche),alainfournier,2000,Distribooks Inc
225300670X,A l'Ouest rien de nouveau,erich maria remarque,1973,LGF
2266084372,Pourquoi j'ai mangÃ?ÃÂ© mon pÃ?ÃÂ¨re,lewis,2000,Pocket
2070362388,Ravage,rene barjavel,0,Gallimard French
2253007102,Les Fleurs Du Mal,c baudelaire,1972,Livre De Poche French
3492207006,Die Entdeckung der Langsamkeit.,sten nadolny,1987,Piper
0140620427,Sense and Sensibility (Penguin Popular Classics),jane austen,1994,Penguin Books Ltd
3596144434,Der gemietete Mann.,hera lind,1999,"Fischer (Tb.), Frankfurt"
3442724686,Der Gott der kleinen Dinge.,arundhati roy,1999,btb
0385504209,The Da Vinci Code,dan brown,2003,Doubleday
0446525502,The Rescue,nicholas sparks,2000,Warner Books
0385500769,A Map of the World,jane hamilton,1999,Doubleday Books
0670892963,Bridget Jones : The Edge of Reason,helen fielding,2000,Viking Books
0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),a manette ansay,1999,HarperCollins
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),anita shreve,1999,"Little, Brown"
0425184129,Big Trouble,dave barry,2002,Berkley Publishing Group
0151001006,Snow Falling on Cedars,david guterson,1994,Harcourt
0385505833,Skipping Christmas,john grisham,2001,Doubleday
0679442790,The Reader,bernhard schlink,1997,Random House
0609605925,Angel Falls,kristin hannah,2000,Crown
0060191929,The Saving Graces : A Novel,patricia gaffney,1999,HarperCollins
0743206045,Daddy's Little Girl,mary higgins clark,2002,Simon & Schuster
0684864843,The Vineyard : A Novel,barbara delinsky,2000,Simon & Schuster
0684867818,The Looking Glass : A Novel (The Locket Series),richard paul evans,1999,Simon & Schuster
0743406176,If Only It Were True,marc levy,2000,Atria
0679603352,The Cider House Rules: A Novel (Modern Library),john irving,1999,Modern Library
0679410430,Lolita (Everyman's Library (Cloth)),vladimir nabokov,1993,Everyman's Library
0446523569,Message in a Bottle,nicholas sparks,1998,Warner Books
0671042556,Blackbird: A Childhood Lost and Found,jennifer lauck,2000,Atria
0679450440,Protect and Defend,richard north patterson,2000,Random House Inc
0140107649,Blue Heaven (Contemporary American Fiction S.),joe keenan,1988,Penguin Books
0609606727,Julie and Romeo,jeanne ray,2000,Harmony
0446527793,The Guardian,nicholas sparks,2003,Warner Books
0446531332,Nights in Rodanthe,nicholas sparks,2002,Warner Books
1570717257,Man and Boy,tony parsons,2001,Sourcebooks Landmark
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",laura esquivel,1992,Doubleday Books
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",jrr tolkien,1986,Del Rey
039304016X,The Perfect Storm: A True Story of Men Against the Sea,sebastian junger,1997,Little Brown and Company
0399147128,The Villa,nora roberts,2001,Putnam Publishing Group
0670031046,In This Mountain,jan karon,2002,Viking Books
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",cormac mccarthy,1992,Alfred A. Knopf
0316969443,Suzanne's Diary for Nicholas,james patterson,2001,"Little, Brown"
0743230051,He Sees You When You're Sleeping : A Novel,mary higgins clark,2001,Scribner
0316693200,2nd Chance,james patterson,2002,"Little, Brown"
0684868911,The Carousel : A Novel,richard paul evans,2000,Simon & Schuster
0399148582,You Cannot Be Serious,john mcenroe,2002,Putnam Publishing Group
0684864320,LAKE NEWS : A Novel,barbara delinsky,1999,Simon & Schuster
0451176812,Voice of the Eagle,linda lay shuler,1993,Signet Book
0671525794,The Kingdom by the Sea: A Journey Around Great Britain,paul theroux,1984,Pocket Books
0718144538,Shattered Uk,dick francis,0,Michael Joseph Ltd
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",lemony snicket,1999,HarperCollins
2253043974,Chronique d'une mort annoncÃ?ÃÂ©e,gabriel garcia marquez,1987,LGF
0349101779,The Wasp Factory,iain banks,0,Abacus
0743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,jacob weisberg,2001,Fireside
2253063339,Les Fourmis,bernard werber,2002,LGF
0767908473,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,allan zola kronzek,2001,Broadway
0140622063,Scottish Folk and Fairy Tales (Penguin Popular Classics),gordon jarvie,1997,Penguin Books Ltd
0375501347,Amy and Isabelle,elizabeth strout,1999,Random House Inc
0060927240,"Rule of the Bone : Novel, A",russell banks,1996,Perennial
0316776963,Me Talk Pretty One Day,david sedaris,2001,Back Bay Books
156341029X,Stone Butch Blues,leslie feinberg,1993,Firebrand Books
0060934719,stardust,neil gaiman,2001,Perennial
1563899388,"Death: At Death's Door (Vertigo, Number 1)",jill thompson,2003,DC Comics
1563411148,The Second Coming of Curly Red,jody seay,1999,Firebrand Books
0451181379,The Door to December,dean r koontz,1994,Signet Book
0786889160,"No Shirt, No Shoes, No Problem!",jeff foxworthy,1997,Warner Books (Mm)
0345370740,The Scions of Shannara (Heritage of Shannara (Paperback)),terry brooks,1993,Del Rey Books
0679801146,Alanna: The First Adventure (Song of the Lioness (Paperback)),tamora pierce,1989,Random House Children's Books
0446300101,"The Beans of Egypt, Maine",carolyn chute,1986,Warner Books
0425142485,The Funhouse,dean r koontz,1994,Berkley Publishing Group
0451456548,Cold Iron,melisa michaels,1997,Roc
0786886463,A Density of Souls,christopher rice,2001,Miramax
0345395379,Slow River,nicola griffith,1996,Ballantine Books
0380788497,Changer,jane lindskold,1998,Eos
0345403339,Saving Grace,lee smith,1996,Ballantine Books
038529929X,Hannibal,thomas harris,1999,Del Sol Press
1573229571,About a Boy (Movie Tie-In),nick hornby,2002,Riverhead Books
0345418778,Mostly Harmless,douglas adams,2000,Ballantine Books
0517201658,The Thorn Birds (Modern Classics),colleen mccullough,1998,Wings
0743211383,Dreamcatcher,stephen king,2001,Scribner
039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),robert b parker,1998,Putnam Pub Group
0812521331,"People of the Wolf (The First North Americans series, Book 1)",w michael gear,1992,Tor Books
0451205421,The Door to December,dean r koontz,2002,Signet Book
0440218535,Smilla's Sense of Snow,peter hoeg,1997,Island
0449207595,The Grass Is Always Greener over the Septic Tank,erma bombeck,1988,Fawcett Books
0590897985,The Music of Dolphins (Apple Signature Edition),karen hesse,1998,Hyperion Books for Children
0064405052,The Magician's Nephew (Narnia),cs lewis,1994,HarperTrophy
0152162577,Deep Wizardry: The Second Book in the Young Wizards Series,diane duane,2001,Magic Carpet Books
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,diane duane,2001,Magic Carpet Books
0345391802,The Hitchhiker's Guide to the Galaxy,douglas adams,1995,Ballantine Books
0440219078,The Giver (21st Century Reference),lois lowry,1994,Laure Leaf
349913358X,Das Schlampenbuch. ErzÃ?ÃÂ¤hlungen. ( neue frau).,milena moser,1993,Rowohlt Tb.
3404121686,Nacht Ã?ÃÂ¼ber den Wassern.,ken follett,1994,LÃ?ÃÂ¼bbe
3404118960,Die SÃ?ÃÂ¤ulen der Erde. Roman.,ken follett,1992,LÃ?ÃÂ¼bbe
0345356578,A Man Rides Through (Man Rides Through),stephen donaldson,1990,Del Rey Books
0345346971,Mirror of Her Dreams (Mordant's Need),stephen r donaldson,1987,Del Rey
0753804700,Reader,bernhard schlink,0,Phoenix Books
0451155750,The Dead Zone,stephen king,2004,Signet Book
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,ellen rimbauer,2002,Hyperion Press
0345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",michael a stackpole,2000,Del Rey Books
0671694049,LONG DARK TEA TIME OF THE SOUL,douglas adams,1990,Pocket
0449006557,Half Moon Street (Charlotte & Thomas Pitt Novels (Paperback)),anne perry,2001,Ballantine Books
0373250339,A Minor Indiscretion (Red Dress Ink (Paperback)),carol matthews,2003,Red Dress Ink
0380820447,"For Better, for Worse: A Novel",carole matthews,2002,Avon Trade
0385497679,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,jacqueline l tobin,2000,Anchor Pub
0451454243,The Forest House,marion zimmer bradley,1995,Roc
039914563X,The Bear and the Dragon,tom clancy,2000,G. P. Putnam's Sons
0312853238,Ender's Game (Ender Wiggins Saga (Paperback)),orson scott card,1992,Tor Books
0425161722,Net Force,tom clancy,1999,Berkley Publishing Group
0385493800,The Testament,john grisham,1999,Doubleday Books
067175145X,The Way Things Ought to Be,rush h iii limbaugh,1992,Pocket Books
0440211727,A Time to Kill,john grisham,1992,Dell
0380002450,Awakening,kate chopin,1982,Avon
0425134350,Patriot Games,tom clancy,1992,Berkley Publishing Group
044661162X,Chasing the Dime,michael connelly,2003,Warner Books
0671742566,Tender Triumph (Sonnet Books),judith mcnaught,1991,Pocket
0515122408,The Cat Who Tailed a Thief,lilian jackson braun,1998,Jove Books
0440222818,Guilt,john t lescroart,1998,Island
0451204050,On Secret Service,john jakes,2001,Signet Book
038533334X,Charming Billy,alice mcdermott,1999,Delta
0449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),margaret truman,2001,Fawcett Books
0345404777,No Safe Place,richard north patterson,1999,Ballantine Books
0451185277,Thorns of Truth,eileen goudge,1999,Signet Book
0440224829,Granny Dan,danielle steel,2000,"Random House, Inc."
0515134368,The Penwyth Curse,catherine coulter,2004,Jove Books
0380759497,Xanth 15: The Color of Her Panties,piers anthony,1992,Eos
0394578791,A Reporter's Life,walter cronkite,1996,Knopf
068983571X,Hound of the Baskervilles (Aladdin Classics),sir arthur conan doyle,2000,Aladdin
1551668785,Final Stand,helen myers,2002,Mira
0380817144,Lord of the Silent: A Novel of Suspense,elizabeth peters,2002,Avon
0553212583,Wuthering Heights,emily bronte,1983,Bantam
0446364762,The Stars Shine Down,sidney sheldon,1993,Warner Books
0425166619,Toxin,robin cook,1999,Berkley Publishing Group
0765341972,The Mothman Prophecies,john a keel,2002,Tor Books
0064472779,All-American Girl,meg cabot,2003,HarperTrophy
0553581279,The Silver Metal Lover,tanith lee,1999,Spectra Books
0553561618,Dark Paradise,tami hoag,1994,Bantam
0312422156,Middlesex: A Novel,jeffrey eugenides,2003,Picador
0451524489,The Awakening and Selected Stories of Kate Chopin (Signet Classic),kate chopin,1995,Signet Book
0140065172,Ordinary People,judith guest,1993,Penguin Books
044022165X,The Rainmaker,john grisham,1996,Dell
0399143165,Toxin,robin cook,1998,Putnam Pub Group
0425124347,The Bad Place,dean r koontz,1994,Berkley Publishing Group
0312282990,The Amazing Adventures of Kavalier & Clay,michael chabon,2001,Picador
0425137945,Greygallows,barbara michaels,1993,Berkley Publishing Group
042512892X,Into the Darkness,barbara michaels,1996,Berkley Publishing Group
0425113892,Someone in the House,barbara michaels,1989,Berkley Publishing Group
0394820371,The Phantom Tollbooth,norton juster,1993,Yearling Books
0449134482,Dances With Wolves,michael blake,1990,Fawcett Books
0375821813,Hoot (Newbery Honor Book),carl hiaasen,2002,Knopf Books for Young Readers
0812516826,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),carole nelson douglas,1993,Forge Books
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,william goldman,1987,Del Rey
0871137380,Black Hawk Down: A Story of Modern War,mark bowden,1999,Atlantic Monthly Press
0553568760,Natural Causes,michael palmer,1995,Bantam Books
034538184X,Degree of Guilt,richard north patterson,1995,Ballantine Books
0140620125,Wuthering Heights (Penguin Popular Classics),emily bronte,1994,Penguin Books Ltd
0140620109,Emma (Penguin Popular Classics),jane austen,1994,Penguin Books Ltd
0375420827,The Art of Travel,alain de botton,2002,Pantheon
0671745530,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),douglas adams,1991,Pocket
0805062971,Fight Club,chuck palahniuk,1999,Owl Books
0553211412,Wuthering Heights,emily bronte,1983,Bantam
0671510053,SHIPPING NEWS,annie proulx,1994,Scribner
1573229385,The Frog King: A Love Story,adam davies,2002,Riverhead Books
0385334036,The Smoke Jumper,nicholas evans,2001,Delacorte Press
0060914653,The Unbearable Lightness of Being,milan kundera,1988,Harpercollins
0345347536,A Spell for Chameleon (Xanth Novels (Paperback)),piers anthony,1987,Del Rey Books
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),lm montgomery,1982,Bantam Classics
0060529709,Everything Is Illuminated : A Novel,jonathan safran foer,2003,Perennial
0876850867,Post Office,charles bukowski,1980,Black Sparrow Books
0140274154,On the Road (Essential.penguin S.),jack kerouac,1998,Penguin Books Ltd
0679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),haruki murakami,1993,Vintage Books USA
0375704027,Norwegian Wood (Vintage International Original),haruki murakami,2000,Vintage Books USA
0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),patricia c wrede,1995,Point Fantasy
0590484672,Calling on Dragons (Read with Me Paperbacks),patricia c wrede,1994,Point Fantasy
0743237188,Fall On Your Knees (Oprah #45),annmarie macdonald,2002,Touchstone
0553586122,Reap the Wind,iris johansen,2002,Bantam Books
0553584510,The Survivors Club,lisa gardner,2003,Bantam
0440216842,The Carousel,belva plain,1998,Dell
0345443284,While I Was Gone,sue miller,1999,Ballantine Books
0553285653,Grass,sheri s tepper,1990,Spectra Books
0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),dr seuss,1960,Random House Books for Young Readers
0060972777,This Boy's Life: A Memoir,tobias wolff,1989,Perennial
0156001942,Winter's Tale,mark helprin,1995,Harvest Books
055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,gary zukav,1994,Bantam Books
0345418018,The World According to Garp (Ballantine Reader's Circle),john irving,1997,Ballantine Books
0684801469,Farewell To Arms,ernest hemingway,1995,Scribner
0312420145,The Twenty-Seventh City : A Novel (Bestselling Backlist),jonathan franzen,2001,Picador
0375401318,Breaking Clean,judy blunt,2002,Knopf
0140253602,Felicia's Journey,william trevor,1996,Penguin Books
0671789422,Possessing the Secret of Joy,alice walker,1993,Pocket
014016930X,Angle of Repose (Contemporary American Fiction),wallace stegner,1992,Penguin Books
0140077022,White Noise (Contemporary American Fiction),don delillo,1991,Penguin Books
0679732764,Invisible Man,ralph ellison,1995,Vintage Books USA
0553273604,Of Love and Shadows,isabel allende,1988,Bantam Books
0553273914,The House of the Spirits,isabel allende,1986,Bantam Books
0060256672,Where the Sidewalk Ends : Poems and Drawings,shel silverstein,1974,HarperCollins
039592720X,Interpreter of Maladies,jhumpa lahiri,1999,Houghton Mifflin Co
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,rebecca wells,1997,Perennial
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),wally lamb,1996,Washington Square Press
0553268449,JITTERBUG PERFUME,tom robbins,1985,Bantam
0684844729,STONES FROM THE RIVER,ursula hegi,1997,Simon & Schuster
